time,page,tr_CREATE_GROUP,tr_CREATE_POST,tr_SIGN_IN 
0,127.45947058823528,,,1316.9573333333335 
10,519.5692068965517,4531.242,4081.970333333333,1949.4167142857139 
20,30.008756756756753,4055.466076923077,4020.177541666666,0 
28,25.409624999999995,4037.5583500000002,4019.9545,0 
