time,connect,request 
0,11.576,330.213 
10,11.576,916.349 
20,16.282,3631.684 
30,20.444,7382.766 
40,21.178,11992.625 
50,21.178,16295.813 
60,21.178,17366.603 
70,21.178,24360.26 
80,21.178,32856.121 
90,21.178,38130.793 
100,21.178,45420.409 
110,21.178,54782.47 
120,21.178,60005.125 
130,21.178,60005.125 
140,21.178,60005.125 
144,21.178,60005.125 
