time,cpu@tsung_controller@ip-172-31-43-129 
0,3.7637097184316253 
10,0.4491017964071856 
20,0.6006006006006006 
30,1.8463073852295409 
40,4.612365063788027 
50,9.20988851187591 
60,7.8870496592015575 
70,5.009920634920635 
80,1.2468827930174564 
90,0.7000000000000001 
100,0.5508262393590386 
110,0.40060090135202797 
120,0.6982543640897756 
130,0.551654964894684 
140,4.069478908188586 
144,6.078724464374688 
