time,session 
10,11353.40625 
20,13456.574909090908 
30,17782.85696 
40,22194.838521739137 
50,21022.110061224488 
60,31372.569051282044 
70,37697.588166666654 
80,45538.49891666666 
90,62687.301100000004 
100,70431.28627272729 
110,81066.21124137934 
120,89870.54037735848 
130,102182.87728124998 
140,109123.66982162163 
144,110622.88769387754 
