time,session 
10,9543.76 
20,9543.76 
30,9543.76 
40,9543.76 
50,9543.76 
60,9543.76 
70,9543.76 
80,9543.76 
90,9543.76 
100,9543.76 
110,9543.76 
120,9543.76 
130,9543.76 
140,9543.76 
144,9543.76 
