time,page,tr_JOIN_RANDOM_GROUP,tr_LOAD_GROUPS_PAGE,tr_MAKE_POST,tr_SIGN_UP 
0,275.148,,,,282.201 
10,11.037,51.598,11.153,61.35,258.363 
20,11.037,51.598,11.153,61.35,258.363 
30,11.037,51.598,11.153,61.35,258.363 
40,11.037,51.598,11.153,61.35,258.363 
50,11.037,51.598,11.153,61.35,258.363 
60,11.037,51.598,11.153,61.35,258.363 
70,11.037,51.598,11.153,61.35,258.363 
75,11.037,51.598,11.153,61.35,258.363 
