time,page,tr_JOIN_RANDOM_GROUP,tr_LOAD_GROUPS_PAGE,tr_MAKE_POST,tr_SIGN_UP 
0,0.4,,,,0.4 
10,4.7,0.6,1.1,0.4,2.5 
20,9.8,1.7,2.6,1.4,3.9 
30,8.4,0.2,0.9,0.1,6.7 
40,7.8,0,0.8,0,6.7 
50,26.2,0.7,16.1,0.4,7.6 
60,36.7,17.7,8,4.9,3.4 
70,25,8.6,1.7,18.2,0 
75,5.8,1.7,0,5.8,0 
