time,size_sent,size_rcv 
0,0.953125,3.178125 
10,34.325,213.578125 
20,141.15546875,825.91484375 
30,221.92734375,1012.034375 
40,262.14765625,1129.57109375 
50,344.68359375,2232.3 
60,958.30234375,7224.99921875 
70,1275.0234375,11055.3625 
75,1341.0984375,12040.246875 
