time,connect,request 
0,0.978,275.148 
10,0.958,8.919 
20,0.773,8.919 
30,0.773,8.919 
40,0.773,8.919 
50,0.773,8.919 
60,0.773,8.919 
70,0.773,8.919 
75,0.773,8.919 
