time,size_sent,size_rcv 
0,0.953125,3.178125 
10,33.371875,210.4 
20,106.83046875,612.33671875 
30,80.771875,186.11953125 
40,40.2203125,117.53671875 
50,82.5359375,1102.72890625 
60,613.61875,4992.69921875 
70,316.72109375,3830.36328125 
75,66.075,984.884375 
